ano,nome,instituicao_ensino_aluno,idade_aluno,anos_pm,ponto_virada,inde,inde_conceito,pedra,destaque_ieg,destaque_ida,destaque_ipv,iaa,ieg,ips,ida,ipp,ipv,ian,fase,turma,sinalizador_ingressante,rec_ava_1,rec_ava_2,rec_ava_3,rec_ava_4,defasagem,fase_ideal,ano_ingresso,bolsista,cg,cf,ct,nota_port,nota_mat,nota_ing,qtd_aval,indicado_bolsa
2020,aluno11,Escola Pública,8,0,1.0,9.712504,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,8.125,10.0,10.0,10.00001,10.0,ALFA,A,,,,,,,,,,,,,,,,,
2020,aluno12,Rede Decisão/União,14,3,0.0,5.838887333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.25,6.0,5.625,6.666666666666667,5.624999999999999,5.277770000000001,5.0,Fase 3,G,,,,,,,,,,,,,,,,,
2020,aluno13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno14,Escola Pública,11,2,0.0,6.434585,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,7.6,6.875,0.0,8.4375,7.916665,10.0,Fase 2,M,,,,,,,,,,,,,,,,,
2020,aluno15,Escola Pública,12,1,0.0,5.162502,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,4.0,7.5,0.0,8.125,7.25,5.0,Fase 2,D,,,,,,,,,,,,,,,,,
2020,aluno16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno17,Escola Pública,13,2,0.0,7.766252,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,6.8,7.5,10.0,6.5625,7.75,5.0,Fase 1,G,,,,,,,,,,,,,,,,,
2020,aluno18,Escola Pública,14,3,0.0,7.2055576666666665,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,7.0,7.5,6.5,7.083333333333334,7.944446666666665,5.0,Fase 3,E,,,,,,,,,,,,,,,,,
2020,aluno19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno28,Rede Decisão/União,13,2,1.0,9.354725666666669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.58335,9.6,6.875,9.0,10.0,9.944453333333334,10.0,Fase 3,J,,,,,,,,,,,,,,,,,
2020,aluno29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
